mart_1.id,mart_1.price,mart_1.district,mart_1.rooms,mart_1.total_area,mart_1.current_floor,mart_1.max_floor,mart_1.build_year,mart_1.bath,mart_1.repair,mart_1.window_type,mart_1.places_total
10542,13300000,Коммунарка поселок,2.0,,9,14,2015.0,1 совмещенный,Евроремонт,Во двор,0
10544,13300000,Московский поселение,2.0,58.0,12,24,2020.0,1 совмещенный,Евроремонт,На улицу и двор,5
10548,13350000,Внуковское поселение,2.0,,2,17,2012.0,1 раздельный,Евроремонт,Во двор,0
10579,13350000,Внуковское поселение,2.0,,14,17,2012.0,1 раздельный,Евроремонт,На улицу,0
10592,13500000,Марьино,2.0,,7,17,1990.0,1 раздельный,Косметический,На улицу,0
10593,13498000,Некрасовка,2.0,62.0,12,17,2015.0,1 раздельный,Евроремонт,На улицу и двор,0
10597,13500000,Можайский,2.0,,11,16,1976.0,1 раздельный,Косметический,,0
10637,13400000,Сокол,2.0,,5,5,1960.0,1 совмещенный,Косметический,На улицу и двор,0
10642,13500000,Савеловский,2.0,37.0,5,9,1963.0,1 совмещенный,Дизайнерский,На улицу и двор,1
10644,13400000,Свиблово,2.0,,10,14,1976.0,1 раздельный,Евроремонт,Во двор,0
10650,13500000,Гольяново,2.0,,5,9,1980.0,1 раздельный,Евроремонт,Во двор,0
10656,13500000,Очаково-Матвеевское,2.0,45.0,6,12,1966.0,1 совмещенный,Евроремонт,На улицу,0
10683,13500000,Останкинский,2.0,,3,5,1962.0,1 совмещенный,Без ремонта,Во двор,0
10691,13500000,Бирюлево Восточное,2.0,,6,16,1982.0,1 раздельный,Дизайнерский,,0
10699,13590000,Внуковское поселение,2.0,63.0,14,23,2021.0,1 совмещенный, 2 раздельных,Без ремонта,0
10733,13600000,Орехово-Борисово Северное,2.0,,12,14,1984.0,,Евроремонт,,0
10768,13780000,Москворечье-Сабурово,2.0,,6,7,2022.0,1 совмещенный,Без ремонта,,0
10774,13700000,Новогиреево,2.0,53.0,10,17,1995.0,1 раздельный,Евроремонт,Во двор,0
10793,13900000,Солнцево,2.0,,7,17,1987.0,1 раздельный,Евроремонт,,0
10807,13900000,Орехово-Борисово Южное,2.0,,17,18,2018.0,1 совмещенный,Евроремонт,Во двор,0
10818,13850000,Головинский,2.0,,7,16,1981.0,1 раздельный,Без ремонта,На улицу,1
10828,14000000,Воскресенское поселение,2.0,,9,16,2014.0,1 раздельный,Евроремонт,,0
10831,14000000,Аэропорт,2.0,55.0,16,16,1973.0,,Косметический,Во двор,0
10841,13900000,Московский,2.0,,15,17,2017.0,1 раздельный,Евроремонт,Во двор,0
10842,13800000,Ломоносовский,2.0,,5,9,1960.0,1 совмещенный,Косметический,Во двор,0
10845,13800000,Сосенское поселение,2.0,,9,16,,2 совмещенных,Без ремонта,На улицу,0
10847,13800000,Отрадное,2.0,,4,9,1975.0,1 совмещенный,Дизайнерский,На улицу,0
10860,14000000,Царицыно,2.0,,8,12,1965.0,1 раздельный,Косметический,,0
10870,14000000,Измайлово,2.0,57.0,1,5,1957.0,1 совмещенный,Косметический,,0
10876,14000000,Южное Бутово,2.0,,4,16,2001.0,1 раздельный,Косметический,На улицу,0
10882,15600000,Солнцево,2.0,,9,22,2022.0,1 совмещенный, 1 раздельный,Без ремонта,0
10885,16000000,Москворечье-Сабурово,2.0,,18,23,2021.0,1 совмещенный,Евроремонт,На улицу и двор,0
10903,14700000,Братеево,2.0,,5,14,1986.0,1 раздельный,Евроремонт,Во двор,0
10914,14700000,Гагаринский,2.0,37.0,6,13,1964.0,1 раздельный,Косметический,Во двор,0
10923,14950000,Северный,2.0,,12,16,2018.0,1 раздельный,Евроремонт,Во двор,0
10960,16000000,Щербинка,2.0,69.0,16,18,2017.0,2 раздельных,Дизайнерский,,0
10965,14500000,Останкинский,2.0,55.0,3,5,1959.0,1 совмещенный,Косметический,,0
10967,15700000,Московский поселение,2.0,,12,22,2021.0,1 раздельный,Дизайнерский,,0
10970,15500000,Северное Измайлово,2.0,,6,15,2021.0,1 раздельный,Евроремонт,,0
10977,15200000,Нижегородский,2.0,50.0,4,12,2021.0,1 совмещенный,Без ремонта,,0
10983,14490000,Рязанский,2.0,,11,15,2007.0,1 совмещенный,Евроремонт,Во двор,0
10986,14200000,Измайлово,2.0,,15,16,1983.0,1 раздельный,Без ремонта,На улицу,0
11001,16000000,Покровское-Стрешнево,2.0,,4,5,1955.0,1 раздельный,Косметический,,0
11005,14990000,Нижегородский,2.0,65.0,2,5,1955.0,1 раздельный,Евроремонт,На улицу и двор,0
11006,15500000,Можайский,2.0,,12,19,2013.0,1 раздельный,Евроремонт,,0
11019,14290000,Коммунарка поселок,2.0,69.0,9,9,2014.0,1 совмещенный,Евроремонт,На улицу и двор,1
11024,14200000,Пресненский,2.0,,2,9,1964.0,1 совмещенный,Дизайнерский,На улицу,0
11030,15600000,Ховрино,2.0,45.0,2,23,,2 раздельных,Дизайнерский,На улицу,0
11042,15400000,Марьино,2.0,,11,16,1981.0,1 раздельный,Без ремонта,,0
11046,14990000,Фили-Давыдково,2.0,,12,12,1969.0,1 совмещенный,Евроремонт,Во двор,1
11048,14500000,Пресненский,2.0,44.0,8,9,1961.0,1 совмещенный,Косметический,Во двор,1
11049,14600000,Ясенево,2.0,54.0,8,16,1976.0,1 совмещенный,Евроремонт,Во двор,0
11075,15150000,Коньково,2.0,49.0,8,12,1969.0,1 совмещенный,Евроремонт,На улицу,0
11080,15600000,Нагатино-Садовники,2.0,,15,15,2019.0,1 раздельный,Без ремонта,На улицу и двор,0
11096,15600000,Кунцево,2.0,,11,14,1980.0,1 раздельный,Косметический,На улицу,0
11106,15650000,Черемушки,2.0,52.0,2,17,1996.0,1 раздельный,Косметический,На улицу,0
11145,14900000,Сосенское поселение,2.0,70.0,16,16,2022.0,2 раздельных,Без ремонта,На улицу,10
11149,14000000,Нагатинский затон,2.0,54.0,1,23,1984.0,1 раздельный,Евроремонт,Во двор,0
11153,14600000,Солнцево,2.0,,13,17,1987.0,1 раздельный,Косметический,Во двор,0
11157,14799000,Московский,2.0,63.0,14,27,2015.0,1 совмещенный, 1 раздельный,Евроремонт,4
11202,14000000,Москворечье-Сабурово,2.0,52.0,11,16,2004.0,1 раздельный,,,0
11218,14290000,Головинский,2.0,,9,14,1968.0,1 раздельный,Без ремонта,На улицу и двор,0
11224,14000000,Московский поселение,2.0,,1,13,2022.0,1 совмещенный,Евроремонт,Во двор,5
11230,14200000,Кузьминки,2.0,,15,17,1996.0,1 раздельный,Евроремонт,Во двор,0
11241,14500000,Северное Бутово,2.0,,2,17,2002.0,1 совмещенный,Евроремонт,Во двор,0
11261,14500000,Покровское-Стрешнево,2.0,,3,5,1960.0,1 раздельный,,На улицу,0
11271,14500000,Бескудниковский,2.0,52.0,3,14,2001.0,1 совмещенный,Косметический,Во двор,0
11274,14000000,Покровское-Стрешнево,2.0,,2,6,1957.0,1 совмещенный,Евроремонт,,0
11291,14300000,Северное Бутово,2.0,,12,22,1990.0,1 раздельный,Евроремонт,На улицу,0
11309,14500000,Завода Мосрентген поселок,2.0,,12,12,2005.0,1 совмещенный,Евроремонт,На улицу и двор,2
11327,14200000,Московский,2.0,,15,17,2008.0,1 раздельный,Косметический,На улицу и двор,0
11328,14299000,Северный,2.0,,18,22,2007.0,1 раздельный,Косметический,На улицу,0
11345,14500000,Академический,2.0,,7,9,1966.0,1 раздельный,Косметический,Во двор,0
11380,14150000,Красносельский,2.0,45.0,9,9,1965.0,1 совмещенный,Косметический,,1
11387,14500000,Даниловский,2.0,48.0,10,16,1990.0,1 раздельный,Косметический,На улицу,0
11388,14300000,Коньково,2.0,51.0,7,17,1986.0,1 раздельный,Косметический,,0
11438,14500000,Останкинский,2.0,55.0,3,5,1959.0,1 совмещенный,Дизайнерский,,0
11441,14650000,Котловка,2.0,,2,7,2020.0,1 совмещенный, 1 раздельный,Без ремонта,0
11479,14699000,Даниловский,2.0,,3,8,1960.0,1 совмещенный,Косметический,На улицу и двор,4
11480,14600000,Люблино,2.0,57.0,2,7,2003.0,,Косметический,,0
11486,14600000,Пресненский,2.0,35.0,1,8,1961.0,1 совмещенный,Без ремонта,На улицу,5
11489,14900000,Ясенево,2.0,,7,22,1987.0,1 раздельный,,На улицу,0
11516,14800000,Внуковское поселение,2.0,64.0,11,19,2017.0,1 раздельный,Евроремонт,Во двор,0
11526,14900000,Сокол,2.0,44.0,2,5,1964.0,1 совмещенный,Евроремонт,Во двор,0
11542,14900000,Теплый Стан,2.0,,9,16,1975.0,1 раздельный,Косметический,Во двор,2
11543,14800000,Южное Бутово,2.0,66.0,3,13,2001.0,1 совмещенный, 1 раздельный,Косметический,0
11549,14800000,Новокосино,2.0,,14,17,1990.0,1 раздельный,Дизайнерский,,0
11571,15000000,Выхино-Жулебино,2.0,,19,23,,2 раздельных,Косметический,На улицу и двор,10
11576,14990000,Бутырский,2.0,,5,5,1959.0,1 раздельный,,Во двор,0
11577,14800000,Северный,2.0,55.0,2,17,2018.0,1 раздельный,Евроремонт,,0
11578,15000000,Отрадное,2.0,,4,12,1989.0,1 раздельный,Евроремонт,На улицу и двор,1
