mart_1.id,mart_1.price,mart_1.district,mart_1.rooms,mart_1.total_area,mart_1.current_floor,mart_1.max_floor,mart_1.build_year,mart_1.bath,mart_1.repair,mart_1.window_type,mart_1.places_total
16845,29900000,Арбат,2.0,55.0,3,13,1939.0,1 раздельный,Евроремонт,На улицу и двор,12
16852,13900000,Можайский,3.0,69.0,11,14,1970.0,1 раздельный,Косметический,Во двор,0
16861,14000000,Братеево,3.0,65.0,9,14,1985.0,1 раздельный,Косметический,Во двор,0
16865,11999000,Коптево,3.0,,1,9,1967.0,1 раздельный,Косметический,,0
16869,13000000,Обручевский,3.0,51.0,4,9,1966.0,1 раздельный,Косметический,Во двор,1
16870,9800000,Десеновское поселение,3.0,56.0,13,17,2022.0,,Без ремонта,Во двор,0
16884,11200000,Выхино-Жулебино,3.0,,9,9,1969.0,1 раздельный,Без ремонта,На улицу и двор,0
16892,11200000,Лосиноостровский,3.0,60.0,8,9,1970.0,1 раздельный,Косметический,На улицу и двор,0
16904,13950000,Северное Измайлово,3.0,,4,9,1967.0,1 раздельный,Косметический,На улицу,0
16908,11300000,Капотня,3.0,,8,9,,1 раздельный,Косметический,На улицу,1
16911,13000000,Нагатинский затон,3.0,,2,9,1967.0,1 совмещенный,Косметический,На улицу,0
16922,12300000,Северное Измайлово,3.0,52.0,9,9,1967.0,,Косметический,,0
16930,11000000,Бирюлево Восточное,3.0,,2,9,1971.0,1 раздельный,Без ремонта,На улицу и двор,1
16931,11000000,Солнцево,3.0,,2,9,1972.0,1 раздельный,Без ремонта,,0
16939,13000000,Обручевский,3.0,,4,9,1966.0,1 раздельный,Косметический,На улицу и двор,1
16943,13700000,Выхино-Жулебино,3.0,64.0,7,12,1970.0,1 раздельный,Косметический,Во двор,0
16964,11500000,Очаково-Матвеевское,3.0,,7,9,1970.0,1 раздельный,Косметический,Во двор,0
16969,12600000,Ивановское,3.0,54.0,3,9,1973.0,1 раздельный,Евроремонт,Во двор,0
16973,14000000,Чертаново Южное,3.0,75.0,7,16,1979.0,1 раздельный,Косметический,На улицу и двор,0
16974,12000000,Нагатинский затон,3.0,,4,9,1967.0,1 раздельный,Косметический,Во двор,0
16996,14000000,Лосиноостровский,3.0,,4,9,1970.0,1 совмещенный,Косметический,На улицу и двор,0
17005,12650000,Щукино,3.0,,1,5,1962.0,1 совмещенный,Косметический,Во двор,0
17021,13500000,Коньково,3.0,50.0,8,9,1973.0,1 раздельный,Косметический,,0
17033,13999999,Басманный,3.0,45.0,1,12,1968.0,2 совмещенных,Косметический,,0
17036,12400000,Бирюлево Западное,3.0,,12,12,1973.0,1 раздельный,Евроремонт,На улицу и двор,0
17043,11000000,Бирюлево Западное,3.0,60.0,2,9,1973.0,1 раздельный,Косметический,Во двор,0
17049,12100000,Орехово-Борисово Северное,3.0,,5,9,1975.0,1 раздельный,Косметический,На улицу,0
17054,10000000,Филимонковское поселение,3.0,,8,9,1980.0,1 раздельный,Косметический,Во двор,0
17067,12000000,Гольяново,3.0,,9,9,1968.0,1 раздельный,Без ремонта,На улицу и двор,0
17072,13350000,Московский поселение,3.0,80.0,11,12,2021.0,,Без ремонта,,0
17112,10950000,Нижегородский,3.0,55.0,2,5,1962.0,1 совмещенный,Косметический,Во двор,0
17117,11500000,Нагатино-Садовники,3.0,54.0,6,8,1961.0,1 совмещенный,Косметический,На улицу и двор,1
17129,11850000,Солнцево,3.0,,2,9,1978.0,1 раздельный,Без ремонта,Во двор,0
17148,11500000,Гольяново,3.0,57.0,1,9,1969.0,1 раздельный,Евроремонт,Во двор,0
17152,11500000,Левобережный,3.0,56.0,1,9,1966.0,1 раздельный,Косметический,Во двор,0
17159,11800000,Бирюлево Западное,3.0,,3,9,1974.0,1 раздельный,Евроремонт,На улицу и двор,0
17161,12490000,Орехово-Борисово Южное,3.0,61.0,7,9,1976.0,1 раздельный,,На улицу и двор,0
17163,10200000,Кунцево,3.0,,4,4,1960.0,1 совмещенный,Косметический,Во двор,0
17170,12499990,Текстильщики,3.0,57.0,8,9,1969.0,1 раздельный,Косметический,Во двор,0
17172,7200000,Рогово поселок,3.0,66.0,1,5,1978.0,,Косметический,Во двор,0
17181,11500000,Лосиноостровский,3.0,50.0,8,9,1969.0,1 раздельный,Без ремонта,,0
17201,10000000,Филимонки поселок,3.0,,5,9,1976.0,1 совмещенный,Евроремонт,Во двор,0
17211,12300000,Зябликово,3.0,50.0,3,9,1977.0,1 раздельный,Косметический,Во двор,0
17215,12400000,Выхино-Жулебино,3.0,60.0,6,9,1969.0,1 раздельный,Косметический,На улицу и двор,0
17221,11700000,Ивановское,3.0,,5,9,1973.0,1 раздельный,,Во двор,0
17263,12300000,Ховрино,3.0,50.0,1,9,1967.0,1 раздельный,,Во двор,0
17265,11835000,Филимонковское поселение,3.0,,7,9,2021.0,1 совмещенный,Косметический,Во двор,0
17278,11950000,Бирюлево Западное,3.0,,2,9,1973.0,1 раздельный,Косметический,Во двор,0
17282,7900000,Вороновское поселение,3.0,,3,5,1974.0,,Косметический,Во двор,0
17287,11800000,Кузьминки,3.0,50.0,5,9,1966.0,1 раздельный,Косметический,Во двор,0
17289,7950000,Киевский рп,3.0,,6,9,1986.0,1 раздельный,,На улицу и двор,0
17306,12000000,Бирюлево Западное,3.0,,5,12,1973.0,1 раздельный,Без ремонта,На улицу и двор,0
17308,12000000,Капотня,3.0,64.0,6,12,,1 раздельный,Косметический,,0
17311,12350000,Текстильщики,3.0,,4,9,1972.0,1 раздельный,Без ремонта,На улицу и двор,1
17316,10500000,Новофедоровское поселение,3.0,74.0,2,3,2017.0,1 раздельный,Евроремонт,Во двор,0
17334,11585000,Рязановское поселение,3.0,56.0,3,14,2021.0,1 совмещенный, 1 раздельный,Евроремонт,0
17342,11950000,Марьино,3.0,,4,9,1979.0,1 совмещенный,Косметический,Во двор,0
17346,11500000,Богородское,3.0,58.0,2,9,1969.0,1 раздельный,Косметический,,0
17358,10800000,Вешняки,3.0,,5,9,1971.0,1 раздельный,Косметический,,0
17361,12450000,Коммунарка поселок,3.0,50.0,13,17,2011.0,1 совмещенный,Евроремонт,,0
17365,12450000,Вешняки,3.0,,4,9,1971.0,1 раздельный,Косметический,Во двор,0
17373,12450000,Текстильщики,3.0,,4,9,1972.0,1 раздельный,Без ремонта,На улицу и двор,1
17403,16600000,Сокольники,3.0,,3,9,1974.0,1 раздельный,Евроремонт,На улицу и двор,0
17419,16100000,Марьино,3.0,,6,17,1985.0,1 раздельный,Косметический,На улицу и двор,0
17423,14500000,Северное Тушино,3.0,,2,9,1967.0,1 раздельный,Косметический,На улицу и двор,0
17437,16990000,Внуковское поселение,3.0,79.0,6,22,2022.0,1 совмещенный, 1 раздельный,Без ремонта,0
17439,15500000,Бабушкинский,3.0,,2,5,1970.0,1 раздельный,Косметический,На улицу и двор,0
17469,16000000,Южное Тушино,3.0,,8,12,1981.0,1 раздельный,Косметический,На улицу и двор,1
17479,16300000,Южное Бутово,3.0,,8,9,1997.0,1 раздельный,Евроремонт,Во двор,1
17493,16800000,Раменки,3.0,65.0,13,16,1980.0,1 раздельный,Косметический,Во двор,0
17509,16599000,Очаково-Матвеевское,3.0,,10,14,1977.0,1 раздельный,Без ремонта,На улицу,0
17510,16500000,Бутырский,3.0,,2,12,1968.0,1 совмещенный,Косметический,На улицу и двор,0
17537,15300000,Орехово-Борисово Северное,3.0,,8,12,1975.0,1 раздельный,Косметический,На улицу и двор,0
17545,15900000,Северный,3.0,75.0,3,14,2019.0,1 раздельный,Евроремонт,Во двор,0
17552,14500000,Кузьминки,3.0,71.0,7,14,1972.0,1 совмещенный,Косметический,Во двор,0
17562,15300000,Северный,3.0,70.0,8,14,2019.0,,Евроремонт,Во двор,0
17564,16500000,Тропарево-Никулино,3.0,,2,9,1969.0,1 совмещенный,Косметический,Во двор,0
17626,16600000,Можайский,3.0,,9,9,1965.0,1 раздельный,Косметический,На улицу,0
17636,15500000,Нагорный,3.0,55.0,5,5,1960.0,1 совмещенный,Без ремонта,Во двор,0
17639,16500000,Нагатино-Садовники,3.0,,2,9,1961.0,1 раздельный,Косметический,,0
17660,15999000,Солнцево,3.0,59.0,1,9,1969.0,1 совмещенный,Евроремонт,На улицу,0
17661,14300000,Бирюлево Западное,3.0,58.0,6,9,1973.0,1 совмещенный, 1 раздельный,Евроремонт,0
17678,14250000,Крюково,3.0,,10,17,2007.0,1 раздельный,Косметический,,0
17699,14500000,Алтуфьевский,3.0,,8,12,1979.0,1 раздельный,Косметический,,0
17700,14000000,Первомайское поселение,3.0,100.0,2,3,2018.0,1 совмещенный, 1 раздельный,Евроремонт,0
17717,14000000,Богородское,3.0,91.0,1,5,1959.0,1 раздельный,Без ремонта,Во двор,0
17731,14800000,Внуковское поселение,3.0,87.0,6,19,2021.0,2 раздельных,Без ремонта,,0
17743,14700000,Западное Дегунино,3.0,,16,16,1982.0,1 раздельный,Косметический,На улицу и двор,0
17747,14300000,Ростокино,3.0,,5,9,1970.0,1 раздельный,,На улицу и двор,0
17763,14799999,Вешняки,3.0,,8,9,1971.0,1 совмещенный,Евроремонт,Во двор,0
17766,14500000,Нагорный,3.0,,7,8,1961.0,1 совмещенный,Косметический,На улицу,0
17781,14950000,Некрасовка,3.0,82.0,12,17,2021.0,1 совмещенный, 1 раздельный,,0
17798,14000000,Текстильщики,3.0,,2,12,1970.0,1 раздельный,Косметический,На улицу и двор,0
17808,14900000,Северный,3.0,,14,17,1987.0,1 раздельный,,Во двор,0
17824,14500000,Северное Измайлово,3.0,50.0,3,9,1970.0,1 раздельный,Косметический,Во двор,0
17845,14990000,Чертаново Южное,3.0,59.0,7,9,1972.0,1 совмещенный,Дизайнерский,Во двор,0
17848,14000000,Первомайское поселение,3.0,107.0,2,4,2015.0,1 раздельный,Евроремонт,Во двор,0
17851,14499999,Головинский,3.0,,1,5,1967.0,1 раздельный,Косметический,Во двор,0
17858,14350000,Щербинка,3.0,,15,17,2008.0,1 раздельный,Евроремонт,На улицу и двор,0
17860,14900000,Савеловский,3.0,,1,5,1959.0,1 раздельный,Косметический,Во двор,0
17868,15000000,Некрасовка,3.0,78.0,14,19,2019.0,2 раздельных,Косметический,Во двор,0
17884,14100000,Некрасовка,3.0,75.0,10,17,2010.0,1 раздельный,Евроремонт,На улицу и двор,0
17885,14780000,Восточное Дегунино,3.0,,7,9,1971.0,1 раздельный,Косметический,На улицу и двор,0
17888,14454205,Некрасовка,3.0,,18,25,2022.0,1 совмещенный, 1 раздельный,Без ремонта,0
17899,14500000,Сосенское поселение,3.0,53.0,2,17,2021.0,1 совмещенный,Евроремонт,Во двор,1
17907,15000000,Покровское-Стрешнево,3.0,,4,9,1968.0,1 раздельный,Евроремонт,Во двор,0
17908,14300000,Северное Тушино,3.0,58.0,1,5,1966.0,1 раздельный,Косметический,Во двор,0
17912,14480000,Южнопортовый,3.0,,6,8,1961.0,1 совмещенный,Косметический,На улицу,0
17926,14500000,Можайский,3.0,58.0,2,9,1972.0,,Евроремонт,Во двор,0
17931,14000000,Северное Тушино,3.0,59.0,1,9,1967.0,1 раздельный,Косметический,Во двор,0
17933,14200000,Бибирево,3.0,,4,12,1982.0,1 раздельный,Косметический,,0
17953,14300000,Южное Бутово,3.0,,5,14,2000.0,1 раздельный,Косметический,На улицу и двор,0
17966,14200000,Московский,3.0,75.0,14,17,2008.0,1 раздельный,Косметический,На улицу и двор,5
17977,14200000,Печатники,3.0,59.0,5,9,1969.0,1 раздельный,Косметический,,0
17996,15200000,Бирюлево Восточное,3.0,83.0,15,19,2021.0,1 раздельный,,Во двор,1
17998,15100000,Некрасовка,3.0,82.0,7,17,2020.0,2 раздельных,Евроремонт,На улицу и двор,0
18012,15200000,Западное Дегунино,3.0,,11,12,1982.0,1 раздельный,Евроремонт,Во двор,0
18019,15400000,Теплый Стан,3.0,,3,12,1973.0,1 раздельный,Без ремонта,На улицу и двор,0
18056,15250000,Десеновское поселение,3.0,,2,16,2021.0,2 совмещенных,Евроремонт,На улицу и двор,0
18073,15500000,Строгино,3.0,,2,9,1979.0,1 раздельный,Косметический,Во двор,0
18081,15550000,Московский,3.0,72.0,8,17,2014.0,1 совмещенный, 1 раздельный,Евроремонт,0
18106,15500000,Сокольники,3.0,72.0,1,5,1930.0,1 раздельный,Без ремонта,Во двор,0
18116,15500000,Академический,3.0,,1,12,1966.0,1 раздельный,Без ремонта,Во двор,0
18117,15499000,Соколиная гора,3.0,75.0,5,5,1936.0,1 раздельный,Косметический,На улицу и двор,0
18119,15700000,Московский,3.0,,17,17,2015.0,1 раздельный,Евроремонт,,1
18122,15500000,Коньково,3.0,64.0,3,12,1972.0,1 раздельный,Косметический,,1
18142,15600000,Марфино,3.0,72.0,1,4,1958.0,1 раздельный,Евроремонт,На улицу и двор,0
18143,15700000,Бескудниковский,3.0,,5,16,1976.0,1 совмещенный,,Во двор,1
18146,15700000,Орехово-Борисово Южное,3.0,,10,17,1986.0,1 раздельный,,Во двор,0
18177,15800000,Чертаново Центральное,3.0,,13,16,1971.0,1 раздельный,Косметический,На улицу и двор,0
18183,15800000,Выхино-Жулебино,3.0,,5,12,1992.0,1 раздельный,Косметический,На улицу и двор,1
18193,16000000,Марьино,3.0,74.0,3,10,1994.0,1 раздельный,Косметический,Во двор,0
18218,16000000,Ясенево,3.0,,1,16,1979.0,1 раздельный,Косметический,Во двор,0
18220,16000000,Орехово-Борисово Южное,3.0,,2,9,1977.0,1 раздельный,Евроремонт,Во двор,0
18228,16000000,Даниловский,3.0,,1,4,1927.0,1 раздельный,Без ремонта,Во двор,1
18245,16000000,Подсобного хозяйства Воскресенское поселок,3.0,100.0,2,19,2014.0,2 раздельных,Дизайнерский,Во двор,0
18247,16000000,Южное Бутово,3.0,,13,15,2003.0,1 раздельный,Без ремонта,Во двор,0
18251,15950000,Западное Дегунино,3.0,75.0,4,14,2000.0,1 раздельный,Косметический,Во двор,0
18254,16000000,Дмитровский,3.0,,7,16,1982.0,1 раздельный,Косметический,Во двор,0
18265,16190000,Даниловский,3.0,57.0,2,9,1965.0,1 совмещенный,Евроремонт,Во двор,0
18275,16100000,Головинский,3.0,,4,12,1974.0,1 раздельный,Косметический,Во двор,0
18291,16200000,Перово,3.0,66.0,8,12,1978.0,1 раздельный,Косметический,Во двор,0
18307,16200000,Северный,3.0,81.0,8,17,2007.0,1 раздельный,Косметический,,0
18309,16200000,Орехово-Борисово Южное,3.0,,10,12,1974.0,1 совмещенный,Евроремонт,На улицу и двор,1
18317,16500000,Восточное Измайлово,3.0,,3,5,1960.0,1 раздельный,Евроремонт,На улицу и двор,1
18318,16500000,Филевский парк,3.0,,9,9,1959.0,1 раздельный,Косметический,На улицу и двор,1
18322,16300000,Зябликово,3.0,77.0,8,17,1983.0,1 раздельный,Косметический,,0
18323,16300000,Гольяново,3.0,75.0,11,17,1995.0,1 раздельный,Косметический,На улицу и двор,0
18330,16300000,Марьино,3.0,85.0,6,9,1999.0,,,,0
18344,16500000,Свиблово,3.0,,4,12,1968.0,1 раздельный,Косметический,Во двор,0
18356,16500000,Отрадное,3.0,65.0,7,12,1982.0,1 раздельный,Косметический,Во двор,0
18370,16450000,Можайский,3.0,58.0,1,9,1970.0,1 раздельный,,Во двор,0
18381,16500000,Внуковское поселение,3.0,,15,17,2012.0,1 раздельный,,На улицу и двор,0
18393,16527000,Московский поселение,3.0,,9,12,2021.0,2 совмещенных,Евроремонт,Во двор,0
18408,16450000,Южное Бутово,3.0,,6,10,1998.0,1 раздельный,Косметический,Во двор,1
18414,16699999,Дмитровский,3.0,,1,14,1997.0,1 совмещенный,Косметический,На улицу и двор,0
18457,16800000,Нагатинский затон,3.0,60.0,6,9,1968.0,1 совмещенный,Евроремонт,Во двор,0
18465,16999000,Южное Тушино,3.0,75.0,3,17,1991.0,1 раздельный,Косметический,На улицу и двор,0
18470,16700000,Нагатино-Садовники,3.0,80.0,4,8,1961.0,1 раздельный,,Во двор,1
18475,16700000,Внуковское поселение,3.0,,18,23,2021.0,2 раздельных,Без ремонта,Во двор,0
18480,16790000,Люблино,3.0,,4,5,1956.0,,,,0
18487,17000000,Орехово-Борисово Северное,3.0,,13,14,1985.0,1 раздельный,Косметический,Во двор,0
18498,17000000,Выхино-Жулебино,3.0,,2,18,1993.0,1 раздельный,Косметический,На улицу и двор,0
18509,17000000,Гольяново,3.0,,20,22,2001.0,1 совмещенный,Евроремонт,,0
18515,17000000,Восточное Дегунино,3.0,73.0,1,17,1991.0,1 раздельный,Косметический,На улицу и двор,0
18524,17000000,Кунцево,3.0,,14,25,2021.0,2 раздельных,Евроремонт,Во двор,0
18526,16900000,Обручевский,3.0,66.0,4,14,1971.0,1 раздельный,Без ремонта,Во двор,0
18533,16990000,Нагатинский затон,3.0,,3,9,1975.0,1 раздельный,,Во двор,0
18552,17000000,Очаково-Матвеевское,3.0,,10,14,1977.0,,Без ремонта,Во двор,0
18553,17000000,Бирюлево Восточное,3.0,,5,11,2019.0,1 совмещенный, 1 раздельный,Без ремонта,1
18560,16900000,Ховрино,3.0,,11,16,1973.0,1 раздельный,Косметический,На улицу и двор,1
18566,17000000,Черемушки,3.0,57.0,2,5,1963.0,1 совмещенный,Косметический,,0
18570,16999000,Косино-Ухтомский,3.0,,9,14,2006.0,1 раздельный,Косметический,На улицу и двор,0
18574,16900000,Марьино,3.0,75.0,3,17,1998.0,1 раздельный,Евроремонт,На улицу и двор,0
18588,14000000,Южное Медведково,3.0,64.0,4,9,1977.0,1 раздельный,Косметический,На улицу и двор,0
18606,14300000,Московский поселение,3.0,85.0,3,4,,1 совмещенный,Дизайнерский,Во двор,0
18629,14200000,Рязанский,3.0,,12,14,1974.0,1 раздельный,Без ремонта,Во двор,0
18630,14499998,Отрадное,3.0,60.0,7,9,1974.0,1 совмещенный, 1 раздельный,Косметический,0
18637,14500000,Московский поселение,3.0,80.0,4,4,,2 раздельных,Без ремонта,,0
18641,14500000,Останкинский,3.0,,5,5,1959.0,1 совмещенный,Косметический,Во двор,0
18675,19900000,Филевский парк,3.0,,3,5,1953.0,1 раздельный,Косметический,Во двор,3
18696,17300000,Коньково,3.0,64.0,8,9,1975.0,1 раздельный,Косметический,На улицу и двор,0
18742,19000000,Марьина роща,3.0,,5,5,1958.0,1 раздельный,Косметический,Во двор,0
18749,18500000,Москворечье-Сабурово,3.0,78.0,1,17,1988.0,1 раздельный,Косметический,Во двор,0
18771,18000000,Даниловский,3.0,,5,5,1929.0,1 раздельный,Без ремонта,На улицу и двор,1
18774,18500000,Западное Дегунино,3.0,68.0,9,39,2019.0,1 раздельный,Дизайнерский,Во двор,1
18813,18500000,Сосенское поселение,3.0,,9,16,2022.0,1 совмещенный, 1 раздельный,Косметический,15
18821,19500000,Кунцево,3.0,,10,12,1983.0,1 раздельный,Косметический,На улицу и двор,0
18824,18200000,Некрасовка,3.0,77.0,4,17,2011.0,1 раздельный,Дизайнерский,На улицу и двор,0
18826,20000000,Текстильщики,3.0,,5,5,1958.0,1 раздельный,Евроремонт,,0
18832,19100000,Текстильщики,3.0,,14,16,2020.0,2 раздельных,Без ремонта,На улицу и двор,2
18835,19300000,Сосенское поселение,3.0,,6,9,2021.0,1 совмещенный, 1 раздельный,Евроремонт,1
18841,17500000,Внуковское поселение,3.0,78.0,3,19,2013.0,1 раздельный,Косметический,На улицу и двор,0
18849,18000000,Нагорный,3.0,,3,8,1959.0,1 раздельный,Евроремонт,На улицу и двор,0
18860,20000000,Беговой,3.0,,4,6,1929.0,1 раздельный,Евроремонт,На улицу и двор,1
18866,19800000,Хорошево-Мневники,3.0,60.0,4,9,1974.0,1 раздельный,Косметический,Во двор,0
18868,18400000,Коммунарка поселок,3.0,70.0,24,25,2021.0,1 совмещенный,Евроремонт,На улицу и двор,0
18875,19500000,Коммунарка поселок,3.0,,2,17,2014.0,1 раздельный,Евроремонт,На улицу,0
18884,18000000,Солнцево,3.0,,8,11,2022.0,1 раздельный,Без ремонта,,0
18918,17300000,Коньково,3.0,,6,9,1972.0,1 раздельный,Евроремонт,Во двор,0
18930,17200000,Зябликово,3.0,73.0,3,22,1985.0,1 раздельный,Косметический,На улицу и двор,0
18944,18000000,Савёлки,3.0,,15,16,2009.0,1 раздельный,Косметический,Во двор,0
18959,17300000,Ново-Переделкино,3.0,,11,17,1990.0,1 совмещенный,Евроремонт,,0
18962,17490000,Царицыно,3.0,,9,14,1992.0,1 раздельный,Косметический,,0
18963,17973760,Ярославский,3.0,,2,23,2021.0,2 раздельных,Без ремонта,,0
18977,17500000,Марфино,3.0,,1,5,1960.0,1 раздельный,Без ремонта,Во двор,0
18978,17500000,Рязанский,3.0,,28,30,2021.0,1 совмещенный,Евроремонт,,1
18987,17500000,Сокольники,3.0,60.0,4,9,1974.0,1 раздельный,Косметический,Во двор,0
19001,17400000,Соколиная гора,3.0,71.0,8,8,1959.0,1 совмещенный,Косметический,На улицу и двор,0
19016,17350000,Зябликово,3.0,,22,22,1987.0,1 раздельный,Косметический,Во двор,1
19020,17300000,Бирюлево Восточное,3.0,,8,11,2019.0,,Без ремонта,,1
19045,18000000,Свиблово,3.0,,1,16,1990.0,1 раздельный,Евроремонт,На улицу и двор,0
19046,17500000,Ховрино,3.0,,14,14,1974.0,1 раздельный,Косметический,На улицу и двор,0
19048,17100000,Некрасовка,3.0,,19,25,2017.0,1 раздельный,Евроремонт,На улицу и двор,0
19057,17750000,Преображенское,3.0,,5,16,1974.0,1 раздельный,Евроремонт,Во двор,0
19061,17850000,Митино,3.0,76.0,12,16,1999.0,1 совмещенный,Евроремонт,Во двор,0
19063,17700000,Отрадное,3.0,,13,16,1980.0,1 раздельный,Косметический,Во двор,0
19076,17200000,Марьино,3.0,74.0,11,17,1998.0,1 раздельный,Без ремонта,,4
19079,17150000,Братеево,3.0,,2,17,1986.0,1 раздельный,Косметический,Во двор,2
19080,17300000,Отрадное,3.0,,11,12,1979.0,1 раздельный,Косметический,На улицу и двор,0
19112,17700000,Очаково-Матвеевское,3.0,,9,9,1968.0,,Косметический,На улицу и двор,0
19113,17800000,Мещанский,3.0,57.0,3,8,1963.0,1 совмещенный,Дизайнерский,Во двор,2
19165,17650000,Косино-Ухтомский,3.0,,12,12,2005.0,1 раздельный,Косметический,На улицу и двор,0
19189,18200000,Строгино,3.0,,8,12,1980.0,1 совмещенный,Евроремонт,На улицу и двор,0
19191,18200000,Текстильщики,3.0,68.0,2,22,2020.0,1 совмещенный, 1 раздельный,,2
19197,17900000,Хорошево-Мневники,3.0,,5,9,1970.0,1 раздельный,Косметический,Во двор,1
19204,18300000,Коммунарка поселок,3.0,,8,25,2016.0,1 совмещенный,Евроремонт,На улицу и двор,0
19209,18100000,Новокосино,3.0,,11,12,1997.0,1 раздельный,Косметический,Во двор,1
19219,18100000,Южное Бутово,3.0,,8,10,1996.0,1 раздельный,Косметический,На улицу и двор,0
19264,18500000,Марьино,3.0,82.0,9,15,2001.0,1 совмещенный,Евроремонт,Во двор,0
19277,18500000,Сокольники,3.0,64.0,4,12,1956.0,,Косметический,,0
19286,18500000,Ясенево,3.0,75.0,14,16,1981.0,1 раздельный,Без ремонта,На улицу и двор,0
19288,18500000,Текстильщики,3.0,,3,5,1960.0,1 раздельный,Без ремонта,Во двор,0
19310,18500000,Коньково,3.0,74.0,16,17,1984.0,1 раздельный,Косметический,Во двор,1
19314,18800000,Лефортово,3.0,,1,7,1955.0,1 раздельный,,На улицу и двор,0
19329,18650000,Митино,3.0,73.0,11,14,1993.0,1 раздельный,Евроремонт,На улицу и двор,2
19330,18800000,Внуковское поселение,3.0,,8,19,2017.0,1 раздельный,Евроремонт,,0
19344,18800000,Солнцево,3.0,56.0,14,14,2020.0,2 совмещенных,Евроремонт,Во двор,0
19352,19000000,Москворечье-Сабурово,3.0,,4,22,1989.0,1 раздельный,Косметический,На улицу и двор,0
19369,19000000,Лефортово,3.0,,3,5,1957.0,1 раздельный,,На улицу и двор,0
19389,19100000,Академический,3.0,,8,8,1961.0,1 совмещенный,Дизайнерский,На улицу и двор,0
19393,18950000,Москворечье-Сабурово,3.0,,8,17,1988.0,1 раздельный,Косметический,Во двор,0
19395,18900000,Пресненский,3.0,,1,8,1963.0,1 совмещенный,Косметический,Во двор,1
19396,18900000,Гольяново,3.0,,14,17,1986.0,2 раздельных,Евроремонт,Во двор,0
19397,19000000,Отрадное,3.0,80.0,9,14,1990.0,1 раздельный,Косметический,На улицу и двор,1
19398,18900000,Солнцево,3.0,,21,22,2004.0,1 раздельный,Косметический,Во двор,0
19419,19200000,Сокольники,3.0,,11,16,1972.0,1 раздельный,Без ремонта,Во двор,0
19452,19500000,Внуковское поселение,3.0,,16,17,2014.0,1 раздельный,Косметический,,1
19458,19500000,Гольяново,3.0,,3,17,1995.0,1 совмещенный,Евроремонт,На улицу и двор,0
19462,19499000,Можайский,3.0,,6,12,2021.0,1 совмещенный, 1 раздельный,Без ремонта,0
19463,19500000,Северное Медведково,3.0,,5,12,2004.0,1 раздельный,Евроремонт,,0
19471,19500000,Солнцево,3.0,65.0,9,12,1969.0,1 совмещенный, 1 раздельный,Дизайнерский,0
19477,19500000,Крылатское,3.0,73.0,1,17,1984.0,1 раздельный,,Во двор,0
19497,19500000,Ховрино,3.0,,16,17,1976.0,1 раздельный,Евроремонт,Во двор,0
19526,19950000,Сосенское поселение,3.0,,2,16,2022.0,1 совмещенный, 1 раздельный,Без ремонта,10
19538,19600000,Строгино,3.0,,3,17,1980.0,1 раздельный,Без ремонта,Во двор,0
19539,19699000,Академический,3.0,,5,5,1957.0,1 раздельный,Косметический,Во двор,0
19546,19900000,Коптево,3.0,74.0,1,17,2000.0,1 раздельный,Косметический,На улицу и двор,2
19569,19900000,Бирюлево Восточное,3.0,84.0,22,45,2013.0,1 раздельный,Евроремонт,На улицу,0
19570,19930000,Южное Тушино,3.0,,10,17,1985.0,1 раздельный,Косметический,Во двор,0
19574,19800000,Московский поселение,3.0,,6,22,2021.0,1 раздельный,Евроремонт,Во двор,5
19578,19800000,Отрадное,3.0,,7,17,1989.0,1 раздельный,Косметический,Во двор,0
19585,19800000,Кунцево,3.0,,10,12,1983.0,,Косметический,На улицу и двор,0
19596,20000000,Таганский,3.0,81.0,6,17,2004.0,1 раздельный,,На улицу и двор,0
19598,20000000,Басманный,3.0,,12,16,1977.0,1 совмещенный,Косметический,Во двор,4
19610,20000000,Хорошевский,3.0,65.0,10,16,1979.0,1 раздельный,Косметический,Во двор,1
19613,19980000,Филевский парк,3.0,,7,16,1981.0,1 раздельный,Косметический,На улицу и двор,0
19628,20000000,Замоскворечье,3.0,63.0,2,5,1928.0,1 раздельный,Косметический,На улицу и двор,1
19631,20000000,Сокольники,3.0,69.0,4,6,1929.0,1 раздельный,,,0
19635,20000000,Марьина роща,3.0,,6,16,1977.0,1 раздельный,Косметический,Во двор,0
19637,20000000,Южное Медведково,3.0,,10,16,2021.0,2 раздельных,Евроремонт,На улицу и двор,0
19641,17000000,Тимирязевский,3.0,,3,8,1963.0,1 раздельный,Косметический,На улицу и двор,0
19644,17000000,Южнопортовый,3.0,,1,7,1958.0,1 совмещенный,Косметический,На улицу и двор,0
19659,20000000,Косино-Ухтомский,3.0,,10,10,2005.0,,Евроремонт,На улицу и двор,0
19664,17250000,Братеево,3.0,,8,14,1986.0,1 раздельный,Косметический,Во двор,0
19666,17250000,Нагатинский затон,3.0,78.0,1,16,1982.0,1 раздельный,Косметический,На улицу и двор,0
19675,17190000,Сосенское поселение,3.0,,5,9,2021.0,2 совмещенных,Косметический,Во двор,1
19690,17400000,Теплый Стан,3.0,65.0,8,12,1972.0,1 совмещенный,Косметический,На улицу и двор,0
19692,17200000,Можайский,3.0,60.0,5,9,1968.0,1 раздельный,Евроремонт,Во двор,0
