mart_3.id,mart_3.price,mart_3.district,mart_3.rooms,mart_3.total_area,mart_3.current_floor,mart_3.max_floor,mart_3.build_year,mart_3.bath,mart_3.repair,mart_3.window_type
7922,11700000.0,Отрадное,2.0,43.0,3.0,16.0,1977.0,1 совмещенный,Дизайнерский,На улицу
7923,11700000.0,Отрадное,2.0,,2.0,9.0,1975.0,1 раздельный,,Во двор
7924,11700000.0,Щербинка,2.0,66.0,1.0,14.0,2004.0,1 раздельный,Евроремонт,
7925,11700000.0,Рязанский,2.0,42.0,5.0,12.0,1968.0,1 раздельный,Евроремонт,Во двор
7926,11700000.0,Коньково,2.0,,4.0,9.0,1969.0,1 совмещенный,Косметический,Во двор
7927,11800000.0,Коммунарка поселок,2.0,,4.0,17.0,2017.0,1 совмещенный,Косметический,Во двор
7928,11800000.0,Коптево,2.0,43.0,3.0,5.0,1960.0,1 совмещенный,Косметический,Во двор
7929,11850000.0,Коммунарка поселок,2.0,,7.0,18.0,2019.0,1 совмещенный,Евроремонт,Во двор
7930,11800000.0,Можайский,2.0,,9.0,9.0,1968.0,1 раздельный,Косметический,Во двор
7931,11850000.0,Теплый Стан,2.0,45.0,4.0,9.0,1972.0,1 раздельный,Евроремонт,Во двор
7932,11800000.0,Зюзино,2.0,43.0,3.0,5.0,1964.0,1 совмещенный,Косметический,На улицу и двор
7933,11800000.0,Чертаново Южное,2.0,,2.0,9.0,1972.0,,Евроремонт,Во двор
7934,11800000.0,Люблино,2.0,,7.0,25.0,2021.0,1 раздельный,Евроремонт,Во двор
7935,11800000.0,Нагорный,2.0,50.0,2.0,9.0,1974.0,1 раздельный,Косметический,На улицу и двор
7936,11800000.0,Северное Тушино,2.0,,10.0,12.0,1977.0,1 раздельный,Косметический,Во двор
7937,11800000.0,Гагаринский,2.0,45.0,4.0,5.0,1960.0,1 совмещенный,Косметический,На улицу
7938,11800000.0,Вешняки,2.0,,5.0,9.0,1970.0,1 совмещенный,Евроремонт,Во двор
7939,11800000.0,Лефортово,2.0,40.0,3.0,9.0,1970.0,1 совмещенный,Косметический,
7940,11800000.0,Аэропорт,2.0,,1.0,9.0,1966.0,1 совмещенный,Косметический,Во двор
7941,11850000.0,Южное Тушино,2.0,,5.0,12.0,1965.0,1 совмещенный,,Во двор
7942,11800000.0,Отрадное,2.0,54.0,10.0,14.0,1979.0,1 совмещенный,Косметический,Во двор
7943,11800000.0,Мосрентген поселение,2.0,59.0,13.0,13.0,,1 раздельный,Косметический,Во двор
7944,11800000.0,Богородское,2.0,,3.0,9.0,1968.0,1 раздельный,Евроремонт,Во двор
7945,11800000.0,Коммунарка поселок,2.0,,10.0,17.0,2010.0,1 совмещенный,Евроремонт,Во двор
7946,11800000.0,Коньково,2.0,45.0,5.0,14.0,1968.0,1 совмещенный,Косметический,Во двор
7947,11800000.0,Сосенское поселение,2.0,,4.0,17.0,,2 раздельных,Евроремонт,Во двор
7948,11850000.0,Можайский,2.0,,2.0,9.0,1964.0,,Косметический,Во двор
7949,11800000.0,Некрасовка,2.0,,13.0,17.0,2019.0,1 совмещенный, 1 раздельный,Евроремонт
7950,11800000.0,Северное Тушино,2.0,43.0,6.0,9.0,1968.0,1 раздельный,Косметический,Во двор
7951,11800000.0,Хорошево-Мневники,2.0,39.0,7.0,9.0,1965.0,1 совмещенный,Без ремонта,Во двор
7952,11800000.0,Бутырский,2.0,,4.0,12.0,1966.0,1 раздельный,Без ремонта,Во двор
7953,11800000.0,Ивановское,2.0,50.0,5.0,12.0,1977.0,1 раздельный,Косметический,На улицу и двор
7954,11900000.0,Марьина роща,2.0,,10.0,12.0,1965.0,1 раздельный,Косметический,На улицу и двор
7955,11990000.0,Коммунарка поселок,2.0,,18.0,21.0,2018.0,1 совмещенный,Евроремонт,На улицу и двор
7956,11800000.0,Орехово-Борисово Северное,2.0,45.0,9.0,9.0,1975.0,1 раздельный,Евроремонт,Во двор
7957,11800000.0,Московский,2.0,57.0,8.0,12.0,1994.0,1 раздельный,Косметический,На улицу и двор
7958,11800000.0,Нагатино-Садовники,2.0,44.0,5.0,9.0,1970.0,1 раздельный,Косметический,Во двор
7959,11800000.0,Марьина роща,2.0,,6.0,12.0,1967.0,1 раздельный,Косметический,Во двор
7960,11990000.0,Печатники,2.0,,7.0,12.0,1973.0,1 раздельный,Косметический,
7961,11800000.0,Выхино-Жулебино,2.0,52.0,6.0,14.0,1994.0,1 раздельный,Косметический,Во двор
7962,11800000.0,Можайский,2.0,60.0,4.0,16.0,2004.0,1 раздельный,Косметический,На улицу и двор
7963,11890000.0,Новогиреево,2.0,41.0,11.0,16.0,1969.0,1 совмещенный,Косметический,Во двор
7964,11800000.0,Можайский,2.0,60.0,4.0,16.0,2004.0,1 раздельный,Косметический,На улицу и двор
7965,11850000.0,Нижегородский,2.0,43.0,3.0,5.0,1958.0,,Косметический,Во двор
7966,11850000.0,Южное Медведково,2.0,53.0,3.0,12.0,1978.0,1 совмещенный,Евроремонт,На улицу и двор
7967,11800000.0,Теплый Стан,2.0,42.0,5.0,9.0,1972.0,1 раздельный,Косметический,Во двор
7968,11800000.0,Орехово-Борисово Южное,2.0,,12.0,12.0,1977.0,1 раздельный,Косметический,
7969,11800000.0,Преображенское,2.0,,5.0,9.0,1968.0,1 раздельный,Евроремонт,Во двор
7970,11830000.0,Десеновское поселение,2.0,55.0,12.0,17.0,2022.0,,Без ремонта,
7971,11800000.0,Москворечье-Сабурово,2.0,51.0,2.0,14.0,1988.0,1 совмещенный,Косметический,Во двор
7972,11800000.0,Московский поселение,2.0,50.0,4.0,17.0,2017.0,1 совмещенный,Без ремонта,На улицу и двор
7973,11800000.0,Северное Медведково,2.0,,12.0,12.0,1980.0,,,
7974,11800000.0,Бирюлево Восточное,2.0,,9.0,12.0,1983.0,1 раздельный,Евроремонт,Во двор
7975,11800000.0,Южное Бутово,2.0,,6.0,12.0,2001.0,,Косметический,
7976,11900000.0,Теплый Стан,2.0,,2.0,12.0,1972.0,1 раздельный,Евроремонт,Во двор
7977,11800000.0,Перово,2.0,45.0,2.0,5.0,1962.0,1 совмещенный,Косметический,Во двор
7978,11800000.0,Тимирязевский,2.0,,9.0,9.0,1969.0,1 раздельный,Косметический,Во двор
7979,11800000.0,Митино,2.0,,2.0,5.0,1965.0,1 совмещенный,Дизайнерский,На улицу
7980,11890000.0,Люблино,2.0,,13.0,14.0,1971.0,1 раздельный,Евроремонт,Во двор
7981,11900000.0,Бибирево,2.0,,8.0,12.0,1978.0,1 раздельный,Косметический,На улицу и двор
7982,11990000.0,Сосенское поселение,2.0,48.0,3.0,14.0,2022.0,1 совмещенный,Косметический,Во двор
7983,11900000.0,Лосиноостровский,2.0,,15.0,24.0,2014.0,1 раздельный,Без ремонта,На улицу и двор
7984,11900000.0,Южнопортовый,2.0,48.0,2.0,5.0,1953.0,1 раздельный,Косметический,Во двор
7985,11999999.0,Академический,2.0,,4.0,5.0,1960.0,1 раздельный,Без ремонта,Во двор
7986,11990000.0,Ясенево,2.0,45.0,2.0,9.0,1978.0,1 раздельный,Косметический,Во двор
7987,11900000.0,Измайлово,2.0,52.0,7.0,14.0,1973.0,1 раздельный,Косметический,Во двор
7988,11900000.0,Братеево,2.0,54.0,11.0,14.0,1985.0,1 раздельный,Косметический,Во двор
7989,11999995.0,Преображенское,2.0,,4.0,12.0,1967.0,1 раздельный,Евроремонт,Во двор
7990,11999999.0,Сосенское поселение,2.0,52.0,15.0,18.0,2022.0,1 совмещенный,Без ремонта,На улицу и двор
7991,11999000.0,Некрасовка,2.0,,8.0,25.0,2017.0,1 раздельный,Евроремонт,На улицу
7992,11900000.0,Бибирево,2.0,52.0,2.0,12.0,1981.0,,Евроремонт,
7993,11900000.0,Десеновское поселение,2.0,52.0,7.0,18.0,2022.0,1 раздельный,Без ремонта,На улицу и двор
7994,11900000.0,Отрадное,2.0,,4.0,9.0,1975.0,1 раздельный,,Во двор
7995,11900000.0,Рязановское поселение,2.0,54.0,8.0,17.0,,,Косметический,
7996,11900000.0,Десеновское поселение,2.0,,2.0,3.0,2015.0,1 раздельный,Косметический,
7997,11900000.0,Чертаново Северное,2.0,45.0,9.0,14.0,1973.0,1 совмещенный,Косметический,Во двор
7998,11900000.0,Марьино,2.0,,6.0,16.0,1980.0,1 совмещенный,Косметический,На улицу и двор
7999,11900000.0,Очаково-Матвеевское,2.0,50.0,12.0,14.0,1974.0,1 раздельный,Косметический,Во двор
8000,11950000.0,Зябликово,2.0,51.0,2.0,16.0,1994.0,1 раздельный,Евроремонт,Во двор
8001,11900000.0,Очаково-Матвеевское,2.0,,3.0,5.0,1966.0,1 совмещенный,Косметический,Во двор
8002,11950000.0,Сосенское поселение,2.0,,11.0,18.0,2022.0,1 совмещенный,Евроремонт,На улицу
8003,11900000.0,Некрасовка,2.0,,10.0,17.0,2011.0,1 раздельный,Косметический,Во двор
8004,11900000.0,Северное Медведково,2.0,,1.0,9.0,1969.0,,Косметический,На улицу
8005,11990000.0,Нагатино-Садовники,2.0,,5.0,14.0,1975.0,1 раздельный,Без ремонта,
8006,11900000.0,Первомайское поселение,2.0,,8.0,9.0,2018.0,1 раздельный,Евроремонт,
8007,11990000.0,Северное Медведково,2.0,,8.0,9.0,1969.0,1 раздельный,Евроремонт,Во двор
8008,11950000.0,Южное Бутово,2.0,54.0,8.0,17.0,2003.0,1 раздельный,Косметический,Во двор
8009,11900000.0,Сосенское поселение,2.0,,5.0,12.0,2020.0,,Без ремонта,Во двор
8010,11990000.0,Фили-Давыдково,2.0,37.0,2.0,9.0,1965.0,1 совмещенный,Косметический,
8011,11900000.0,Можайский,2.0,45.0,4.0,5.0,1966.0,1 раздельный,Косметический,Во двор
8012,11950000.0,Рязановское поселение,2.0,,4.0,14.0,2020.0,1 раздельный,Евроремонт,
8013,11900000.0,Сосенское поселение,2.0,51.0,13.0,18.0,2022.0,1 совмещенный,Без ремонта,На улицу
8014,11990000.0,Отрадное,2.0,,3.0,12.0,1980.0,1 раздельный,Косметический,Во двор
8015,11900000.0,Войковский,2.0,41.0,8.0,14.0,1975.0,1 совмещенный,Косметический,Во двор
8016,11999000.0,Московский поселение,2.0,,9.0,25.0,2018.0,,Косметический,На улицу
8017,11900000.0,Дмитровский,2.0,54.0,10.0,16.0,1980.0,1 раздельный,Косметический,
8018,11990000.0,Московский,2.0,63.0,16.0,19.0,2015.0,1 раздельный,Косметический,На улицу и двор
8019,11900000.0,Лианозово,2.0,,13.0,16.0,1980.0,1 раздельный,Косметический,Во двор
8020,11900000.0,Тимирязевский,2.0,,5.0,5.0,1963.0,1 раздельный,Косметический,Во двор
8021,11950000.0,Московский,2.0,,2.0,25.0,2022.0,1 совмещенный, 1 раздельный,Без ремонта
8022,11900000.0,Рязановское поселение,2.0,,7.0,15.0,2022.0,1 раздельный,Косметический,
8023,11990000.0,Выхино-Жулебино,2.0,,11.0,16.0,1979.0,1 раздельный,Косметический,Во двор
