mart_3.id,mart_3.price,mart_3.district,mart_3.rooms,mart_3.total_area,mart_3.current_floor,mart_3.max_floor,mart_3.build_year,mart_3.bath,mart_3.repair,mart_3.window_type
16380,34500000.0,Раменки,2.0,71.0,41.0,52.0,2020.0,2 раздельных,Без ремонта,
16381,34400000.0,Раменки,2.0,,46.0,52.0,2020.0,1 раздельный,Без ремонта,
16382,34000000.0,Раменки,2.0,,10.0,25.0,2021.0,,Без ремонта,Во двор
16383,35000000.0,Басманный,2.0,63.0,8.0,8.0,1935.0,1 совмещенный,Дизайнерский,Во двор
16384,33800000.0,Раменки,2.0,73.0,18.0,27.0,2022.0,2 совмещенных,Без ремонта,Во двор
16385,33750000.0,Фили-Давыдково,2.0,,9.0,24.0,2021.0,1 раздельный,Дизайнерский,На улицу
16386,34000000.0,Алексеевский,2.0,,2.0,22.0,2019.0,1 совмещенный,Евроремонт,Во двор
16387,34900000.0,Хамовники,2.0,60.0,7.0,9.0,1946.0,1 совмещенный,Дизайнерский,Во двор
16388,33850000.0,Свиблово,2.0,,5.0,17.0,2019.0,1 раздельный,Дизайнерский,На улицу и двор
16389,34700000.0,Раменки,2.0,77.0,39.0,52.0,2020.0,1 раздельный,Без ремонта,
16390,33000000.0,Хамовники,2.0,,2.0,8.0,1938.0,1 раздельный,Дизайнерский,На улицу и двор
16391,33000000.0,Лефортово,2.0,,2.0,14.0,2019.0,,Евроремонт,Во двор
16392,33790000.0,Тверской,2.0,,2.0,4.0,1917.0,1 раздельный,,Во двор
16393,35000000.0,Сокол,2.0,82.0,9.0,24.0,2007.0,1 совмещенный,Дизайнерский,Во двор
16394,40990000.0,Хорошевский,2.0,72.0,6.0,40.0,2021.0,2 совмещенных,Без ремонта,На улицу и двор
16395,35999000.0,Обручевский,2.0,103.0,18.0,23.0,2016.0,,Без ремонта,
16396,38300000.0,Даниловский,2.0,59.0,14.0,46.0,,2 совмещенных,Без ремонта,На улицу
16397,37700000.0,Тверской,2.0,,2.0,9.0,1954.0,1 раздельный,Евроремонт,На улицу
16398,42000000.0,Басманный,2.0,82.0,2.0,5.0,1912.0,1 совмещенный,Дизайнерский,Во двор
16399,37800000.0,Даниловский,2.0,,16.0,16.0,2022.0,1 совмещенный, 1 раздельный,Без ремонта
16400,37500000.0,Филевский парк,2.0,82.0,3.0,5.0,1957.0,1 совмещенный,Евроремонт,На улицу и двор
16401,37000000.0,Преображенское,2.0,75.0,11.0,16.0,2017.0,2 совмещенных,Дизайнерский,Во двор
16402,36900000.0,Хорошево-Мневники,2.0,70.0,4.0,19.0,2018.0,1 совмещенный, 1 раздельный,Евроремонт
16403,38990000.0,Дорогомилово,2.0,87.0,7.0,8.0,1940.0,1 совмещенный,Без ремонта,Во двор
16404,37987000.0,Очаково-Матвеевское,2.0,80.0,3.0,15.0,2006.0,2 совмещенных,Дизайнерский,Во двор
16405,36000000.0,Хорошево-Мневники,2.0,,13.0,20.0,2020.0,2 совмещенных,Без ремонта,Во двор
16406,36000000.0,Хорошевский,2.0,64.0,10.0,41.0,2022.0,2 совмещенных,Без ремонта,Во двор
16407,35900000.0,Богородское,2.0,75.0,10.0,17.0,2016.0,2 совмещенных,Дизайнерский,Во двор
16408,35890000.0,Хорошевский,2.0,65.0,10.0,42.0,2022.0,1 совмещенный, 1 раздельный,Без ремонта
16409,36000000.0,Замоскворечье,2.0,55.0,2.0,4.0,1900.0,1 совмещенный,Дизайнерский,На улицу и двор
16410,39000000.0,Басманный,2.0,75.0,5.0,6.0,1914.0,1 совмещенный,Евроремонт,
16411,36900000.0,Хамовники,2.0,51.0,8.0,9.0,1963.0,1 раздельный,Без ремонта,На улицу и двор
16412,53000000.0,Хамовники,2.0,64.0,6.0,18.0,2022.0,1 совмещенный, 1 раздельный,Без ремонта
16413,52000000.0,Тверской,2.0,,2.0,8.0,2003.0,1 раздельный,Евроремонт,На улицу
16414,49900000.0,Замоскворечье,2.0,80.0,12.0,13.0,2012.0,,Косметический,Во двор
16415,49990000.0,Черемушки,2.0,,18.0,21.0,1997.0,1 раздельный,Косметический,На улицу
16416,44000000.0,Хорошевский,2.0,68.0,18.0,24.0,2020.0,1 совмещенный,Дизайнерский,
16417,49990000.0,Замоскворечье,2.0,75.0,13.0,16.0,2012.0,1 совмещенный, 1 раздельный,Дизайнерский
16418,49790000.0,Хорошевский,2.0,70.0,8.0,41.0,2021.0,2 совмещенных,Евроремонт,Во двор
16419,50000000.0,Проспект Вернадского,2.0,110.0,2.0,8.0,2002.0,2 совмещенных,Косметический,На улицу и двор
16420,49900000.0,Даниловский,2.0,127.0,6.0,16.0,2019.0,2 совмещенных,Без ремонта,На улицу и двор
16421,42990000.0,Арбат,2.0,,4.0,4.0,1895.0,1 совмещенный,Косметический,Во двор
16422,48200000.0,Хорошевский,2.0,,24.0,24.0,2020.0,,Дизайнерский,На улицу и двор
16423,46000000.0,Красносельский,2.0,50.0,6.0,22.0,2022.0,,Без ремонта,
16424,44000000.0,Хорошевский,2.0,,4.0,24.0,2023.0,2 раздельных,Без ремонта,На улицу и двор
16425,44000000.0,Замоскворечье,2.0,76.0,5.0,16.0,2012.0,2 совмещенных,Дизайнерский,Во двор
16426,49000000.0,Тверской,2.0,73.0,7.0,9.0,2000.0,1 совмещенный, 1 раздельный,Евроремонт
16427,43000000.0,Якиманка,2.0,,8.0,16.0,2021.0,2 раздельных,Без ремонта,На улицу
16428,49000000.0,Пресненский,2.0,60.0,13.0,21.0,,1 совмещенный,Дизайнерский,Во двор
16429,48600000.0,Пресненский,2.0,50.0,14.0,31.0,1954.0,1 совмещенный,Евроремонт,Во двор
16430,42499999.0,Раменки,2.0,86.0,20.0,21.0,2015.0,1 совмещенный,Евроремонт,На улицу и двор
16431,42500000.0,Пресненский,2.0,86.0,38.0,51.0,,2 раздельных,Без ремонта,На улицу и двор
16432,48890000.0,Раменки,2.0,98.0,33.0,53.0,2012.0,,Евроремонт,
16433,44000000.0,Раменки,2.0,82.0,14.0,17.0,,1 совмещенный,Дизайнерский,На улицу и двор
16434,75000000.0,Измайлово,2.0,,14.0,18.0,2014.0,2 раздельных,Дизайнерский,Во двор
16435,75000000.0,Измайлово,2.0,74.0,14.0,18.0,2014.0,1 совмещенный,,
16436,57950000.0,Тверской,2.0,84.0,8.0,18.0,2006.0,,Дизайнерский,На улицу и двор
16437,62000000.0,Раменки,2.0,100.0,35.0,53.0,2012.0,,Без ремонта,
16438,60000000.0,Хорошевский,2.0,73.0,5.0,5.0,2021.0,2 совмещенных,Дизайнерский,Во двор
16439,57000000.0,Пресненский,2.0,89.0,16.0,20.0,2021.0,,Без ремонта,На улицу и двор
16440,57000000.0,Можайский,2.0,72.0,2.0,9.0,2017.0,1 совмещенный,Евроремонт,На улицу
16441,55000000.0,Раменки,2.0,,30.0,53.0,2012.0,1 раздельный,Дизайнерский,На улицу
16442,55390000.0,Хамовники,2.0,,3.0,18.0,,1 совмещенный, 1 раздельный,Без ремонта
16443,54990000.0,Басманный,2.0,65.0,3.0,9.0,1913.0,1 раздельный,Дизайнерский,Во двор
16444,138964970.0,Арбат,2.0,98.0,6.0,7.0,1998.0,2 совмещенных,Евроремонт,Во двор
16445,132000000.0,Якиманка,2.0,83.0,3.0,3.0,,1 совмещенный, 1 раздельный,Без ремонта
16446,120000000.0,Хамовники,2.0,100.0,3.0,11.0,2014.0,2 совмещенных,Дизайнерский,
16447,120000000.0,Хамовники,2.0,96.0,3.0,11.0,2014.0,1 раздельный,Дизайнерский,Во двор
16448,115000000.0,Хамовники,2.0,100.0,11.0,14.0,2022.0,2 совмещенных,Без ремонта,
16449,82700000.0,Арбат,2.0,,4.0,6.0,1912.0,1 совмещенный, 2 раздельных,Евроремонт
16450,163488200.0,Якиманка,2.0,,4.0,16.0,2007.0,2 совмещенных,,
16451,94000000.0,Арбат,2.0,,2.0,7.0,2005.0,1 совмещенный, 1 раздельный,
16452,92999999.0,Арбат,2.0,142.0,8.0,16.0,2000.0,1 совмещенный, 1 раздельный,Дизайнерский
16453,148000000.0,Замоскворечье,2.0,,8.0,10.0,2011.0,2 совмещенных,Без ремонта,На улицу и двор
16454,128000000.0,Якиманка,2.0,,6.0,16.0,2007.0,1 совмещенный,,Во двор
16455,81744100.0,Пресненский,2.0,60.0,3.0,9.0,,1 совмещенный,Евроремонт,Во двор
16456,25100000.0,Даниловский,2.0,70.0,3.0,20.0,2022.0,1 раздельный,Без ремонта,На улицу и двор
16457,25000000.0,Мещанский,2.0,,5.0,8.0,1944.0,1 раздельный,Косметический,На улицу
16458,25361281.0,Кунцево,2.0,51.0,5.0,9.0,,1 совмещенный,Без ремонта,Во двор
16459,25300000.0,Левобережный,2.0,61.0,8.0,21.0,2022.0,1 совмещенный,Дизайнерский,Во двор
16460,25150000.0,Дорогомилово,2.0,,3.0,11.0,1959.0,1 совмещенный,Дизайнерский,На улицу и двор
16461,25000000.0,Можайский,2.0,76.0,13.0,16.0,,1 совмещенный,Без ремонта,Во двор
16462,25500000.0,Раменки,2.0,77.0,17.0,39.0,2022.0,2 совмещенных,Без ремонта,
16463,25500000.0,Даниловский,2.0,,5.0,6.0,2022.0,,Без ремонта,На улицу и двор
16464,25500000.0,Зюзино,2.0,62.0,10.0,22.0,2018.0,2 совмещенных,Евроремонт,Во двор
16465,25450000.0,Басманный,2.0,58.0,4.0,7.0,1958.0,1 раздельный,Косметический,Во двор
16466,25500000.0,Тимирязевский,2.0,83.0,5.0,30.0,2004.0,2 совмещенных,Дизайнерский,Во двор
16467,25500000.0,Чертаново Южное,2.0,,17.0,23.0,2020.0,1 совмещенный,Дизайнерский,
16468,25600000.0,Пресненский,2.0,,3.0,14.0,2019.0,1 совмещенный, 1 раздельный,Без ремонта
16469,25500000.0,Коптево,2.0,,12.0,17.0,2002.0,2 совмещенных,Евроремонт,Во двор
16470,25449000.0,Хамовники,2.0,55.0,7.0,8.0,1961.0,1 совмещенный,Евроремонт,На улицу
16471,25500000.0,Пресненский,2.0,,27.0,48.0,2019.0,1 совмещенный, 1 раздельный,
16472,25500000.0,Левобережный,2.0,,15.0,20.0,,1 совмещенный,Евроремонт,Во двор
16473,25200000.0,Нагатинский затон,2.0,61.0,12.0,18.0,2021.0,2 раздельных,Без ремонта,
16474,25600000.0,Замоскворечье,2.0,67.0,3.0,5.0,1932.0,1 совмещенный,Евроремонт,Во двор
16475,25600000.0,Соколиная гора,2.0,64.0,5.0,32.0,2017.0,1 раздельный,Евроремонт,
16476,25500000.0,Хорошевский,2.0,,7.0,17.0,1994.0,1 совмещенный,Евроремонт,На улицу
16477,25500000.0,Якиманка,2.0,66.0,3.0,7.0,1954.0,1 раздельный,,Во двор
16478,25600000.0,Ховрино,2.0,,14.0,23.0,,2 раздельных,Дизайнерский,На улицу
16479,25500000.0,Бутырский,2.0,54.0,10.0,22.0,2020.0,1 совмещенный,Евроремонт,
16480,25500000.0,Пресненский,2.0,65.0,30.0,51.0,2019.0,,Без ремонта,Во двор
16481,25500000.0,Чертаново Северное,2.0,84.0,10.0,25.0,2021.0,2 совмещенных,Евроремонт,На улицу
16482,25500000.0,Тверской,2.0,,9.0,12.0,1970.0,1 совмещенный,Евроремонт,Во двор
16483,25500000.0,Филевский парк,2.0,,7.0,9.0,2020.0,2 совмещенных,Без ремонта,
16484,25300000.0,Войковский,2.0,,5.0,13.0,1958.0,1 раздельный,Косметический,Во двор
16485,25300000.0,Свиблово,2.0,,16.0,16.0,2019.0,1 раздельный,Без ремонта,На улицу
16486,25600000.0,Останкинский,2.0,59.0,6.0,21.0,2010.0,2 совмещенных,Без ремонта,Во двор
16487,25900000.0,Хамовники,2.0,56.0,6.0,8.0,1959.0,1 совмещенный,Дизайнерский,На улицу
16488,25800000.0,Останкинский,2.0,67.0,28.0,34.0,2022.0,2 совмещенных,Без ремонта,На улицу
16489,25800000.0,Даниловский,2.0,67.0,3.0,15.0,,1 раздельный,Без ремонта,На улицу
16490,25700000.0,Покровское-Стрешнево,2.0,,3.0,13.0,2019.0,1 раздельный,Дизайнерский,
16491,25702519.0,Кунцево,2.0,51.0,6.0,9.0,,1 совмещенный,Без ремонта,Во двор
16492,25853505.0,Кунцево,2.0,52.0,6.0,9.0,,,Без ремонта,Во двор
16493,25700000.0,Очаково-Матвеевское,2.0,46.0,3.0,26.0,2021.0,,Без ремонта,Во двор
16494,26000000.0,Войковский,2.0,49.0,21.0,23.0,2016.0,2 совмещенных,Дизайнерский,На улицу и двор
16495,25800000.0,Левобережный,2.0,56.0,15.0,21.0,2022.0,,Без ремонта,Во двор
16496,25700000.0,Басманный,2.0,,6.0,6.0,1927.0,1 совмещенный,Евроремонт,На улицу и двор
16497,25700000.0,Обручевский,2.0,66.0,26.0,34.0,,,Без ремонта,Во двор
16498,25800000.0,Гагаринский,2.0,67.0,6.0,8.0,1957.0,1 раздельный,Косметический,Во двор
16499,25900000.0,Кунцево,2.0,,10.0,30.0,2012.0,1 совмещенный,Дизайнерский,На улицу и двор
16500,25500000.0,Филевский парк,2.0,,27.0,28.0,2020.0,2 раздельных,Без ремонта,Во двор
16501,25500000.0,Пресненский,2.0,,4.0,8.0,1939.0,1 совмещенный,Дизайнерский,На улицу
16502,25500000.0,Гагаринский,2.0,60.0,6.0,8.0,1958.0,1 совмещенный,Евроремонт,На улицу
16503,25500000.0,Проспект Вернадского,2.0,,10.0,25.0,2006.0,1 раздельный,Косметический,Во двор
16504,25900000.0,Фили-Давыдково,2.0,70.0,8.0,25.0,2006.0,1 раздельный,Дизайнерский,Во двор
16505,25500000.0,Якиманка,2.0,,8.0,9.0,1952.0,1 раздельный,Косметический,На улицу и двор
16506,25500000.0,Раменки,2.0,,5.0,27.0,2021.0,2 совмещенных,Без ремонта,Во двор
16507,25500000.0,Даниловский,2.0,,3.0,12.0,2022.0,1 совмещенный, 1 раздельный,
16508,25500000.0,Очаково-Матвеевское,2.0,,10.0,26.0,2021.0,,Без ремонта,На улицу
16509,25800000.0,Хорошево-Мневники,2.0,60.0,8.0,44.0,,2 совмещенных,Без ремонта,
16510,25400000.0,Сокол,2.0,58.0,7.0,7.0,1953.0,1 раздельный,Евроремонт,Во двор
16511,25500000.0,Головинский,2.0,,8.0,29.0,2022.0,1 совмещенный,Дизайнерский,Во двор
16512,25500000.0,Хамовники,2.0,,8.0,16.0,1957.0,1 раздельный,Косметический,Во двор
16513,26000000.0,Покровское-Стрешнево,2.0,72.0,13.0,13.0,2019.0,2 совмещенных,Дизайнерский,На улицу и двор
16514,25999999.0,Филевский парк,2.0,65.0,20.0,29.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
16515,26000000.0,Левобережный,2.0,74.0,17.0,35.0,2021.0,1 совмещенный, 1 раздельный,Без ремонта
16516,25954495.0,Кунцево,2.0,51.0,6.0,9.0,,1 совмещенный,Без ремонта,Во двор
16517,25999999.0,Даниловский,2.0,62.0,6.0,13.0,2022.0,2 совмещенных,Без ремонта,На улицу
16518,26000000.0,Красносельский,2.0,37.0,9.0,22.0,2022.0,1 совмещенный,Без ремонта,
16519,26000000.0,Черемушки,2.0,80.0,14.0,24.0,2009.0,1 совмещенный,Дизайнерский,Во двор
16520,25950000.0,Покровское-Стрешнево,2.0,73.0,5.0,25.0,2021.0,1 совмещенный,Без ремонта,Во двор
16521,26000000.0,Западное Дегунино,2.0,,3.0,9.0,2020.0,1 совмещенный,Дизайнерский,Во двор
16522,26000000.0,Дорогомилово,2.0,52.0,6.0,12.0,1972.0,1 совмещенный,Дизайнерский,Во двор
16523,26195709.0,Кунцево,2.0,51.0,7.0,9.0,,1 совмещенный,Без ремонта,Во двор
16524,26000000.0,Хамовники,2.0,54.0,4.0,8.0,1961.0,1 совмещенный,Евроремонт,На улицу
16525,26000000.0,Хорошево-Мневники,2.0,,8.0,36.0,,2 совмещенных,Без ремонта,На улицу
16526,26000000.0,Раменки,2.0,,8.0,14.0,,1 совмещенный,Без ремонта,
16527,26000000.0,Донской,2.0,51.0,7.0,16.0,1974.0,1 совмещенный, 1 раздельный,Косметический
16528,26000000.0,Сокол,2.0,,8.0,9.0,1953.0,1 раздельный,,На улицу
16529,26000000.0,Дорогомилово,2.0,,6.0,11.0,1953.0,1 совмещенный,Евроремонт,Во двор
16530,25950000.0,Тверской,2.0,,5.0,9.0,1954.0,1 раздельный,Косметический,На улицу
16531,26000000.0,Хорошевский,2.0,,16.0,27.0,2022.0,1 совмещенный, 1 раздельный,Без ремонта
16532,25980000.0,Раменки,2.0,,19.0,20.0,1998.0,1 раздельный,Евроремонт,На улицу и двор
16533,26100000.0,Преображенское,2.0,64.0,3.0,13.0,2016.0,2 совмещенных,Без ремонта,Во двор
16534,26000000.0,Кунцево,2.0,77.0,11.0,22.0,2004.0,1 совмещенный,Евроремонт,На улицу и двор
16535,26100000.0,Пресненский,2.0,,3.0,9.0,1972.0,1 раздельный,Косметический,Во двор
16536,26000000.0,Таганский,2.0,,6.0,9.0,1945.0,1 раздельный,Косметический,На улицу и двор
16537,26000000.0,Хамовники,2.0,56.0,4.0,8.0,1961.0,1 совмещенный,Евроремонт,На улицу
16538,26500000.0,Арбат,2.0,51.0,2.0,9.0,1964.0,1 раздельный,,На улицу
16539,26500000.0,Филевский парк,2.0,46.0,30.0,31.0,2015.0,1 совмещенный,Дизайнерский,На улицу и двор
16540,26450000.0,Арбат,2.0,,2.0,9.0,1971.0,1 раздельный,Косметический,Во двор
16541,26600000.0,Хорошево-Мневники,2.0,,5.0,36.0,2021.0,1 совмещенный, 1 раздельный,Без ремонта
16542,26300000.0,Войковский,2.0,76.0,12.0,25.0,2011.0,1 раздельный,,
16543,26000000.0,Тверской,2.0,,8.0,10.0,1959.0,1 раздельный,Евроремонт,На улицу и двор
16544,26300000.0,Тропарево-Никулино,2.0,60.0,11.0,16.0,2021.0,1 совмещенный,Евроремонт,На улицу
16545,26500000.0,Даниловский,2.0,56.0,9.0,14.0,2019.0,1 совмещенный,Евроремонт,На улицу
16546,26500000.0,Ломоносовский,2.0,54.0,13.0,17.0,2006.0,1 раздельный,Евроремонт,
16547,26200000.0,Пресненский,2.0,,43.0,44.0,2018.0,1 раздельный,,
16548,26200000.0,Аэропорт,2.0,67.0,14.0,34.0,2008.0,2 совмещенных,,Во двор
16549,26500000.0,Богородское,2.0,77.0,15.0,19.0,2016.0,2 раздельных,Дизайнерский,На улицу и двор
16550,26000000.0,Очаково-Матвеевское,2.0,,13.0,27.0,2017.0,,Евроремонт,
16551,26500000.0,Раменки,2.0,,8.0,35.0,2021.0,2 раздельных,Евроремонт,Во двор
16552,26000000.0,Донской,2.0,,7.0,16.0,1974.0,1 раздельный,Без ремонта,Во двор
16553,26000000.0,Войковский,2.0,,8.0,20.0,2011.0,1 совмещенный,Евроремонт,На улицу и двор
16554,26390000.0,Дмитровский,2.0,67.0,9.0,15.0,2019.0,1 совмещенный,Дизайнерский,Во двор
16555,26400000.0,Бутырский,2.0,,26.0,47.0,2017.0,1 совмещенный,Дизайнерский,На улицу
16556,25980000.0,Южное Бутово,2.0,70.0,3.0,3.0,,1 совмещенный,Евроремонт,
16557,25999000.0,Войковский,2.0,61.0,3.0,13.0,1955.0,1 раздельный,,На улицу
16558,26000000.0,Хорошевский,2.0,56.0,10.0,24.0,2017.0,1 совмещенный,Дизайнерский,
16559,26000000.0,Очаково-Матвеевское,2.0,80.0,9.0,25.0,2004.0,1 совмещенный,Евроремонт,Во двор
16560,26000000.0,Измайлово,2.0,67.0,2.0,12.0,2003.0,1 совмещенный,Дизайнерский,На улицу
16561,26700000.0,Красносельский,2.0,73.0,2.0,8.0,2007.0,1 раздельный,Евроремонт,На улицу и двор
16562,26900000.0,Раменки,2.0,,19.0,28.0,2022.0,2 раздельных,Без ремонта,Во двор
16563,26870000.0,Южнопортовый,2.0,69.0,12.0,21.0,2013.0,2 совмещенных,Евроремонт,
16564,26990000.0,Гольяново,2.0,69.0,30.0,39.0,2020.0,1 совмещенный, 1 раздельный,Евроремонт
16565,26500000.0,Тверской,2.0,58.0,3.0,10.0,1954.0,1 совмещенный,Дизайнерский,Во двор
16566,26900000.0,Южнопортовый,2.0,55.0,27.0,30.0,2012.0,1 совмещенный,Евроремонт,Во двор
16567,26880000.0,Марьина роща,2.0,,13.0,14.0,2021.0,1 совмещенный,Без ремонта,Во двор
16568,26990000.0,Даниловский,2.0,,6.0,24.0,2020.0,1 раздельный,Дизайнерский,Во двор
16569,26500000.0,Очаково-Матвеевское,2.0,,23.0,23.0,,1 совмещенный,Евроремонт,На улицу
16570,26500000.0,Проспект Вернадского,2.0,,20.0,25.0,1999.0,1 раздельный,Косметический,Во двор
16571,26500000.0,Тверской,2.0,52.0,8.0,8.0,1943.0,1 раздельный,Евроремонт,На улицу
16572,26499999.0,Войковский,2.0,67.0,5.0,36.0,2019.0,,Дизайнерский,
16573,26500000.0,Филевский парк,2.0,65.0,20.0,40.0,2021.0,,,
16574,26900000.0,Хорошево-Мневники,2.0,,8.0,27.0,2011.0,1 раздельный,Без ремонта,Во двор
16575,26500000.0,Очаково-Матвеевское,2.0,,14.0,27.0,2017.0,1 раздельный,Евроремонт,Во двор
16576,26500000.0,Головинский,2.0,55.0,8.0,29.0,2022.0,1 совмещенный,Дизайнерский,Во двор
16577,26499999.0,Академический,2.0,,14.0,16.0,2001.0,1 совмещенный,Дизайнерский,Во двор
16578,26500000.0,Останкинский,2.0,75.0,7.0,10.0,2019.0,2 раздельных,Евроремонт,На улицу и двор
16579,26490000.0,Даниловский,2.0,62.0,9.0,10.0,2022.0,,,
16580,26500000.0,Обручевский,2.0,,8.0,40.0,2012.0,1 совмещенный,Евроремонт,На улицу
16581,26565000.0,Головинский,2.0,69.0,22.0,26.0,2022.0,1 раздельный,Без ремонта,На улицу и двор
16582,27000000.0,Хамовники,2.0,39.0,6.0,8.0,1931.0,1 раздельный,Дизайнерский,На улицу и двор
16583,27000000.0,Хамовники,2.0,35.0,5.0,8.0,1931.0,1 раздельный,Дизайнерский,Во двор
16584,27000000.0,Марьина роща,2.0,,9.0,10.0,2001.0,1 совмещенный, 1 раздельный,Евроремонт
16585,27000000.0,Очаково-Матвеевское,2.0,50.0,10.0,26.0,2021.0,,Без ремонта,На улицу
16586,27000000.0,Арбат,2.0,,14.0,24.0,1967.0,1 совмещенный,Косметический,На улицу и двор
16587,27089400.0,Крылатское,2.0,,22.0,23.0,2017.0,2 совмещенных,Без ремонта,Во двор
16588,27000000.0,Дорогомилово,2.0,,4.0,10.0,1957.0,,Без ремонта,На улицу и двор
16589,27000000.0,Хорошево-Мневники,2.0,61.0,10.0,18.0,2000.0,1 совмещенный,Косметический,Во двор
16590,27000000.0,Раменки,2.0,,9.0,17.0,2000.0,1 совмещенный,Евроремонт,
16591,27000000.0,Хамовники,2.0,43.0,2.0,11.0,1957.0,1 раздельный,Косметический,Во двор
16592,26900000.0,Гагаринский,2.0,,2.0,11.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
16593,27000000.0,Красносельский,2.0,55.0,6.0,9.0,1961.0,1 раздельный,Евроремонт,На улицу
16594,27200000.0,Тверской,2.0,,8.0,14.0,1974.0,1 раздельный,Косметический,На улицу и двор
16595,26990000.0,Очаково-Матвеевское,2.0,54.0,15.0,22.0,,1 совмещенный,Без ремонта,Во двор
16596,27000000.0,Можайский,2.0,59.0,22.0,23.0,2019.0,,Евроремонт,Во двор
16597,27000000.0,Даниловский,2.0,,3.0,16.0,,2 раздельных,Без ремонта,
16598,27000000.0,Нагатино-Садовники,2.0,81.0,17.0,33.0,2011.0,1 совмещенный, 1 раздельный,Евроремонт
16599,27000000.0,Раменки,2.0,52.0,12.0,23.0,2008.0,1 совмещенный,Евроремонт,Во двор
16600,27000000.0,Крылатское,2.0,,13.0,24.0,2016.0,1 совмещенный,Евроремонт,
16601,27000000.0,Мещанский,2.0,,5.0,8.0,1999.0,1 совмещенный,Евроремонт,
16602,27000000.0,Пресненский,2.0,,12.0,12.0,1974.0,1 раздельный,Косметический,Во двор
16603,26950000.0,Савеловский,2.0,,15.0,25.0,2020.0,1 совмещенный,Евроремонт,На улицу
16604,27000000.0,Свиблово,2.0,,3.0,22.0,2020.0,1 совмещенный,Евроремонт,На улицу
16605,26735200.0,Крылатское,2.0,,6.0,24.0,2017.0,1 раздельный,Без ремонта,Во двор
16606,27500000.0,Хорошево-Мневники,2.0,58.0,24.0,24.0,2020.0,2 совмещенных,Без ремонта,На улицу
16607,27350000.0,Хорошево-Мневники,2.0,45.0,7.0,36.0,,1 совмещенный,Без ремонта,На улицу и двор
16608,27200000.0,Раменки,2.0,,8.0,27.0,2022.0,1 совмещенный,Без ремонта,Во двор
16609,27350000.0,Дорогомилово,2.0,60.0,9.0,9.0,1952.0,1 раздельный,Без ремонта,На улицу
16610,27400000.0,Хорошево-Мневники,2.0,,4.0,27.0,2011.0,1 совмещенный, 1 раздельный,Без ремонта
16611,27000000.0,Очаково-Матвеевское,2.0,54.0,14.0,23.0,2021.0,1 совмещенный,Без ремонта,Во двор
16612,27500000.0,Раменки,2.0,75.0,3.0,24.0,2017.0,1 раздельный,Евроремонт,
16613,27000000.0,Лефортово,2.0,,8.0,29.0,2022.0,1 раздельный,Без ремонта,Во двор
16614,27500000.0,Северное Тушино,2.0,,14.0,24.0,2003.0,1 раздельный,,Во двор
16615,27500000.0,Войковский,2.0,55.0,14.0,33.0,2018.0,1 совмещенный,Дизайнерский,Во двор
16616,27500000.0,Ростокино,2.0,55.0,26.0,48.0,,1 раздельный,Без ремонта,На улицу
16617,27000000.0,Левобережный,2.0,75.0,17.0,24.0,2015.0,1 совмещенный,Дизайнерский,Во двор
16618,27000000.0,Хамовники,2.0,35.0,5.0,8.0,1931.0,1 раздельный,Дизайнерский,Во двор
16619,27000000.0,Раменки,2.0,48.0,3.0,21.0,,1 совмещенный,Дизайнерский,Во двор
16620,27480000.0,Куркино,2.0,,5.0,10.0,2005.0,,Евроремонт,
16621,27000000.0,Раменки,2.0,,6.0,17.0,,1 совмещенный,Дизайнерский,
16622,27000000.0,Арбат,2.0,54.0,1.0,11.0,1940.0,1 совмещенный,Косметический,
16623,27200000.0,Нагатино-Садовники,2.0,,6.0,9.0,2016.0,1 совмещенный,Дизайнерский,Во двор
16624,27000000.0,Хамовники,2.0,35.0,5.0,8.0,1931.0,1 раздельный,Дизайнерский,Во двор
16625,27089400.0,Крылатское,2.0,,22.0,24.0,2017.0,1 совмещенный, 1 раздельный,Без ремонта
16626,27089400.0,Крылатское,2.0,,22.0,24.0,2017.0,1 раздельный,Без ремонта,
16627,27000000.0,Хамовники,2.0,,2.0,9.0,1959.0,1 раздельный,Косметический,На улицу и двор
16628,27000000.0,Щукино,2.0,62.0,19.0,27.0,2022.0,1 совмещенный,Без ремонта,Во двор
16629,27700000.0,Кунцево,2.0,84.0,2.0,18.0,2008.0,1 совмещенный, 1 раздельный,Евроремонт
16630,27600000.0,Арбат,2.0,58.0,2.0,4.0,1925.0,1 совмещенный,Косметический,Во двор
16631,27700000.0,Басманный,2.0,,2.0,8.0,1952.0,1 раздельный,Косметический,На улицу
16632,27700000.0,Можайский,2.0,66.0,12.0,16.0,,1 совмещенный, 1 раздельный,
16633,27500000.0,Тверской,2.0,52.0,6.0,9.0,1892.0,1 совмещенный,Дизайнерский,На улицу
16634,27500000.0,Хорошевский,2.0,60.0,2.0,24.0,2020.0,1 раздельный,Без ремонта,Во двор
16635,27500000.0,Якиманка,2.0,57.0,5.0,21.0,,1 совмещенный,Евроремонт,Во двор
16636,27500000.0,Тропарево-Никулино,2.0,50.0,11.0,31.0,2007.0,1 совмещенный,Дизайнерский,
16637,27500000.0,Академический,2.0,,17.0,23.0,2005.0,1 раздельный,Евроремонт,На улицу
